tax_name	tax_rank	taxa_full_id
Colwellia asteriadis	species	517723
Colwellia hornerae	species	89402
Colwellia maris	species	77524
Colwellia meonggei	species	1354731
Colwellia piezophila	species	211668
Colwellia psychrerythraea	species	28229
Colwellia sp. BCw098	species	641663
Colwellia sp. BSw20968	species	690575
Colwellia sp. BSw21902	species	1137292
Colwellia sp. KJF9-8	species	1180207
Colwellia sp. MN1-44	species	490386
Colwellia sp. SW2-3A	species	934190
Colwellia sp. SW2-3E	species	934194
Comamonas aquatica	species	225991
Comamonas denitrificans	species	117506
Comamonas jiangduensis	species	1194168
Comamonas kerstersii	species	225992
Comamonas koreensis	species	160825
Comamonas sp. 12022	species	80875
Comamonas sp. bk_18	species	933417
Comamonas sp. C9	species	1144498
Comamonas sp. CW-518	species	480693
Comamonas sp. DPs-7	species	873521
Comamonas sp. FP2-2	species	488756
Comamonas sp. GLY-3207	species	1311295
Comamonas sp. GPTSA5	species	398224
Comamonas sp. H1(2011)	species	996647
Comamonas sp. HM_AF10	species	1085755
Comamonas sp. j41	species	497083
Comamonas sp. JJ-Soil-10	species	1030324
Comamonas sp. JL4	species	1031424
Comamonas sp. KR5.5	species	1282191
Comamonas sp. P-115	species	413549
Comamonas sp. PRM4	species	1082490
Comamonas sp. RV_A09_23b	species	864394
Comamonas sp. RV_F08_22d	species	864396
Comamonas sp. saju-swthpu4	species	709467
Comamonas sp. SJM	species	859056
Comamonas sp. SP1	species	649247
Comamonas sp. SS-1	species	574980
Comamonas sp. ST18	species	648785
Comamonas sp. T108	species	620970
Comamonas sp. TS24	species	477206
Comamonas terrae	species	673548
Comamonas terrigena	species	32013
Comamonas testosteroni	species	285
Conchiformibius kuhniae	species	211502
Conchiformibius sp. canine oral taxon 286	species	1151543
Conchiformibius sp. canine oral taxon 289	species	1151545
Conchiformibius steedae	species	153493
Conexibacter arvalis	species	912552
Conexibacter sp. BS10	species	1007090
Conexibacter woesei	species	191495
Coprobacillus cateniformis	species	100884
Coprobacillus sp. D6	species	556262
Coprobacter fastidiosus	species	1099853
Coprobacter secundus	species	1501392
Coprococcus eutactus	species	33043
Coprothermobacter sp.	species	55509
Coprothermobacter sp. GK5	species	700502
Coraliomargarita akajimensis	species	395922
Corallococcus coralloides	species	184914
Corallococcus exiguus	species	83462
Corallococcus sp. HBUM 92054	species	473197
Corallococcus sp. S104	species	1227560
Coriobacterium sp. CCUG 33918	species	85318
Corynebacterium amycolatum	species	43765
Corynebacterium aquilae	species	203263
Corynebacterium argentoratense	species	42817
Corynebacterium atypicum	species	191610
Corynebacterium canis	species	679663
Corynebacterium capitovis	species	131081
Corynebacterium caspium	species	234828
Corynebacterium ciconiae	species	227319
Corynebacterium diphtheriae	species	1717
Corynebacterium durum	species	61592
Corynebacterium epidermidicanis	species	1050174
Corynebacterium felinum	species	131318
Corynebacterium frankenforstense	species	1230998
Corynebacterium freiburgense	species	556548
Corynebacterium glucuronolyticum	species	39791
Corynebacterium kutscheri	species	35755
Corynebacterium mastitidis	species	161890
Corynebacterium matruchotii	species	43768
Corynebacterium mustelae	species	571915
Corynebacterium nasicanis	species	1448267
Corynebacterium pseudotuberculosis	species	1719
Corynebacterium renale	species	1724
Corynebacterium sp.	species	1720
Corynebacterium sp. 1337	species	1208315
Corynebacterium sp. 2300500	species	288148
Corynebacterium sp. 31595	species	288147
Corynebacterium sp. 713182/2012	species	1380019
Corynebacterium sp. 718260/2011	species	1236603
Corynebacterium sp. canine oral taxon 402	species	1347143
Corynebacterium sp. canine oral taxon 422	species	1347144
Corynebacterium sp. canine oral taxon 423	species	1347145
Corynebacterium sp. full20	species	1289168
Corynebacterium sp. jw37	species	1234514
Corynebacterium sp. NML 97-0186	species	706419
Corynebacterium sp. NML00-0179	species	702954
Corynebacterium sp. NML96-0085	species	702963
Corynebacterium sp. SS15.3	species	1277031
Corynebacterium spheniscorum	species	185761
Corynebacterium testudinoris	species	136857
Corynebacterium ulcerans	species	65058
Corynebacterium vitaeruminis	species	38305
Coxiella burnetii	species	777
Craurococcus sp. HM28-1	species	1457542
Crenotalea thermophila	species	1393122
Crenothrix polyspora	species	360316
Criblamydia sequanensis	species	340071
Croceibacter atlanticus	species	313588
Croceitalea sp. CBA3206	species	1417662
Crocinitomix catalasitica	species	184607
Cronobacter dublinensis	species	413497
Cronobacter malonaticus	species	413503
Cronobacter muytjensii	species	413501
Cronobacter sakazakii	species	28141
Cronobacter turicensis	species	413502
Cruoricaptor ignavus	species	1118202
Cryobacterium psychrotolerans	species	386301
Cryobacterium sp. 4-57	species	697372
Cryobacterium sp. Lc31-12	species	747332
Cryobacterium sp. Lc31-9	species	747333
Cryobacterium sp. MDB1-24-2	species	1259171
Cryobacterium sp. MDB1-39	species	1259172
Cryobacterium sp. MDT1-3	species	1259184
Cryobacterium sp. TMT2-14	species	1259245
Cryobacterium sp. TmT3-22	species	1259267
Cryobacterium sp. TmT3-29-22	species	1259268
Cryocola antiquus	species	205842
Cryptanaerobacter phenolicus	species	238083
Cryptobacterium curtum	species	84163
Cryptosporangium aurantiacum	species	134849
Cryptosporangium sp. LW-09	species	943258
Cupriavidus basilensis	species	68895
Cupriavidus campinensis	species	151783
Cupriavidus gilardii	species	82541
Cupriavidus metallidurans	species	119219
Cupriavidus oxalaticus	species	96344
Cupriavidus pampae	species	659251
Cupriavidus sp. 46(2011)	species	980067
Cupriavidus sp. B23	species	989480
Cupriavidus sp. B43	species	1435861
Cupriavidus sp. B9	species	1435864
Cupriavidus sp. BWTJD	species	875120
Cupriavidus sp. christensen.ICD.09	species	760135
Cupriavidus sp. CY-1	species	935197
Cupriavidus sp. HL-1	species	1030101
Cupriavidus sp. KSL5401-228	species	674286
Cupriavidus sp. lig5	species	1192140
Cupriavidus sp. TFD38	species	546458
Cupriavidus sp. TFD42	species	546460
Cupriavidus sp. TFD45	species	546461
Cupriavidus sp. TSA49	species	709852
Cupriavidus sp. Ybs-X5	species	756407
Cupriavidus taiwanensis	species	164546
Curtobacterium flaccumfaciens	species	2035
Curtobacterium oceanosedimentum	species	465820
Curtobacterium sp. CO147	species	942110
Curtobacterium sp. FSGSY21	species	1484743
Curtobacterium sp. HI-F2	species	347775
Curtobacterium sp. MA3-1	species	937682
Curtobacterium sp. SB12-20	species	979121
Curtobacterium sp. SE30	species	1169519
Curtobacterium sp. UI7	species	1221625
Curtobacterium sp. WB23-13	species	979125
Curvibacter gracilis	species	230310
Cutibacterium acnes	species	1747
Cutibacterium avidum	species	33010
Cutibacterium granulosum	species	33011
Cyanobium sp. PCC 6904	species	115742
Cyclobacterium jeungdonense	species	708087
Cyclobacterium marinum	species	104
Cyclobacterium sp. AB348f	species	983789
Cyclobacterium sp. F081-3	species	943935
Cyclobacterium sp. HMD3175	species	708086
Cycloclasticus pugetii	species	34068
Cystobacter armeniaca	species	394090
Cystobacter fuscus	species	43
Cystobacter gracilis	species	394092
Cystobacter sp. GNDU 187	species	1479747
Cytophaga aurantiaca	species	29530
Cytophaga hutchinsonii	species	985
Dactylosporangium sp. BK-67	species	713402
Dactylosporangium sp. NMS-3	species	713433
Dasania marina	species	471499
Dechloromonas agitata	species	73030
Dechloromonas sp. 16-41	species	1502089
Dechloromonas sp. A34	species	447588
Dechloromonas sp. B5	species	1454796
Dechloromonas sp. ECC1-pb1	species	699020
Dechloromonas sp. EMB 269	species	374877
Dechloromonas sp. EMB 50	species	374859
Dechloromonas sp. JJ	species	159088
Dechloromonas sp. R-28400	species	343111
Dechloromonas sp. UKPF6b	species	1265975
Dechloromonas sp. UNPF85	species	1141179
Deefgea chitinilytica	species	570276
Defluviimonas aestuarii	species	1130726
Defluviimonas denitrificans	species	404881
Defluviimonas sp. CC-PW-78	species	1458095
Dehalobacter sp. MS	species	393014
Dehalobacter sp. TCP1	species	1276883
Dehalogenimonas alkenigignens	species	1217799
Dehalogenimonas lykanthroporepellens	species	552810
Deinococcus aeria	species	401557
Deinococcus aerolatus	species	522487
Deinococcus aerophilus	species	522488
Deinococcus aetherius	species	200252
Deinococcus alpinitundrae	species	468913
Deinococcus antarcticus	species	1298767
Deinococcus aquaticus	species	328692
Deinococcus caeni	species	569127
Deinococcus cellulosilyticus	species	401558
Deinococcus citri	species	759814
Deinococcus deserti	species	310783
Deinococcus geothermalis	species	68909
Deinococcus gobiensis	species	502394
Deinococcus maricopensis	species	309887
Deinococcus marmoris	species	249408
Deinococcus misasensis	species	392413
Deinococcus murrayi	species	68910
Deinococcus navajonensis	species	309884
Deinococcus papagonensis	species	309890
Deinococcus phoenicis	species	1476583
Deinococcus pimensis	species	309888
Deinococcus radiodurans	species	1299
Deinococcus radiomollis	species	468916
Deinococcus radiophilus	species	32062
Deinococcus radioresistens	species	1478223
Deinococcus radiotolerans	species	1309407
Deinococcus reticulitermitis	species	856736
Deinococcus roseus	species	392414
Deinococcus sonorensis	species	309891
Deinococcus sp. 14 pro	species	326322
Deinococcus sp. 1A1	species	489171
Deinococcus sp. 2009	species	684949
Deinococcus sp. 28A	species	1478222
Deinococcus sp. 2A2	species	457635
Deinococcus sp. 2A5	species	457636
Deinococcus sp. 3B1	species	489173
Deinococcus sp. 5A5	species	457642
Deinococcus sp. 6A4-1	species	457644
Deinococcus sp. 6A4-2	species	457645
Deinococcus sp. B-G-NA11	species	926660
Deinococcus sp. DY25	species	1182569
Deinococcus sp. Grk2	species	990956
Deinococcus sp. Grk5	species	990957
Deinococcus sp. HME8654	species	1282409
Deinococcus sp. Lab-1	species	728049
Deinococcus sp. MBIC3950	species	795097
Deinococcus sp. MN4-8	species	1150502
Deinococcus sp. N3	species	1309410
Deinococcus sp. OS1-8	species	604311
Deinococcus sp. PA234	species	477999
Deinococcus sp. R-36590	species	875296
Deinococcus sp. RCML-5	species	557906
Deinococcus sp. RL	species	1489678
Deinococcus sp. S34	species	638606
Deinococcus sp. UAC-77	species	1308025
Deinococcus sp. VTT E-052909	species	413227
Deinococcus sp. VUG-A62	species	877235
Deinococcus swuensis	species	1182571
Deinococcus taklimakanensis	species	536443
Deinococcus wulumuqiensis	species	980427
Deinococcus xinjiangensis	species	457454
Delftia acidovorans	species	80866
Delftia lacustris	species	558537
Delftia litopenaei	species	747302
Delftia sp. BN-SKY3	species	948610
Delftia sp. BT 201	species	1161390
Delftia sp. C-D-R2A3	species	928585
Delftia sp. JD2	species	469553
Delftia sp. JDC-3	species	571130
Delftia sp. MM97May	species	1491925
Delftia sp. P-103	species	413552
Delftia sp. TS40	species	477214
Delftia sp. YQH35	species	947356
Delftia tsuruhatensis	species	180282
Demequina aestuarii	species	327095
Demequina aurantiaca	species	676200
Demequina flava	species	1095025
Demequina globuliformis	species	676202
Demequina lutea	species	431489
Demequina sediminicola	species	1095026
Demequina sp. AMV2	species	640339
Demequina sp. BG-7-R7	species	1397464
Demequina sp. CMS382	species	940548
Demetria terragena	species	63959
Denitratisoma oestradiolicum	species	311182
Denitratisoma sp. TSA61	species	709858
Denitrobacterium detoxificans	species	79604
Denitromonas aromaticus	species	139332
Denitromonas indolicum	species	322556
Denitromonas sp. D12-45.1	species	404873
Denitrovibrio acetiphilus	species	118000
Dermabacter hominis	species	36740
Dermabacter sp. HFH0086	species	1203568
Dermabacter sp. THG-d25	species	1456760
Dermacoccus nishinomiyaensis	species	1274
Dermacoccus sp. D2.1	species	1224298
Dermacoccus sp. Ellin183	species	188625
Dermacoccus sp. Ellin185	species	188626
Dermacoccus sp. SST-20	species	579107
Dermatophilus crocodyli	species	119980
Dermatophilus sp. AD3	species	1227542
Derxia lacustris	species	764842
Desemzia incerta	species	82801
Desertibacter roseus	species	547014
Desmospora activa	species	500615
Desulfitobacterium chlororespirans	species	51616
Desulfitobacterium dichloroeliminans	species	233055
Desulfitobacterium sp.	species	49981
Desulfitobacterium sp. CR1	species	436343
Desulfitobacterium sp. PR	species	1338382
Desulfitobacterium sp. RPf35Ei	species	265478
Desulfobacca acetoxidans	species	60893
Desulfobacter sp. ASv25	species	84972
Desulfobacterium autotrophicum	species	2296
Desulfobulbus elongatus	species	53332
Desulfobulbus japonicus	species	231447
Desulfobulbus mediterraneus	species	160661
Desulfobulbus propionicus	species	894
Desulfobulbus rhabdoformis	species	34032
Desulfobulbus sp. canine oral taxon 078	species	1151476
Desulfobulbus sp. DSM 2033	species	449306
Desulfobulbus sp. oral taxon 041	species	712258
Desulfocapsa sp. Cad626	species	210689
Desulfococcus multivorans	species	897
Desulfocurvus vexinensis	species	399548
Desulfomicrobium baculatum	species	899
Desulfomicrobium orale	species	132132
Desulfomicrobium sp. ADR28	species	426708
Desulfomicrobium sp. S2	species	1155391
Desulfomicrobium thermophilum	species	380392
Desulfomonile tiedjei	species	2358
Desulforhabdus sp. DDT	species	449293
Desulforhopalus singaporensis	species	91360
Desulforhopalus sp. LSv20	species	84974
Desulforhopalus vacuolatus	species	40414
Desulfosarcina ovata	species	83564
Desulfosarcina variabilis	species	2300
Desulfosporosinus acididurans	species	476652
Desulfosporosinus lacus	species	329936
Desulfosporosinus meridiei	species	79209
Desulfosporosinus orientis	species	1563
Desulfosporosinus sp. 44a-T3a	species	189997
Desulfosporosinus sp. 5apy	species	97383
Desulfosporosinus sp. Blif	species	97384
Desulfosporosinus sp. CFR17	species	1405786
Desulfosporosinus sp. DB	species	539885
Desulfosporosinus sp. LauIII	species	149339
Desulfosporosinus sp. MCF98	species	1229653
Desulfosporosinus sp. ML7-SRB15	species	157903
Desulfosporosinus sp. P26	species	1157261
Desulfotalea sp. SFA4	species	163901
Desulfotomaculum acetoxidans	species	58138
Desulfotomaculum aeronauticum	species	53343
Desulfotomaculum alcoholivorax	species	265477
Desulfotomaculum carboxydivorans	species	327817
Desulfotomaculum defluvii	species	369958
Desulfotomaculum intricatum	species	1285191
Desulfotomaculum peckii	species	1236215
Desulfotomaculum ruminis	species	1564
Desulfotomaculum sp. 176	species	143228
Desulfotomaculum sp. BEN12	species	1289527
Desulfotomaculum sp. cs1-2	species	483363
Desulfotomaculum sp. For-1	species	1165361
Desulfotomaculum sp. Hyd-1	species	1165362
Desulfotomaculum sp. Lac-2	species	1165363
Desulfotomaculum sp. MPNeg1	species	238209
Desulfotomaculum sp. NA401	species	303206
Desulfovibrio alaskensis	species	58180
Desulfovibrio alcoholivorans	species	81406
Desulfovibrio aminophilus	species	81425
Desulfovibrio capillatus	species	218206
Desulfovibrio desulfuricans	species	876
Desulfovibrio fairfieldensis	species	44742
Desulfovibrio giganteus	species	181662
Desulfovibrio intestinalis	species	58621
Desulfovibrio piger	species	901
Desulfovibrio putealis	species	270496
Desulfovibrio sp.	species	885
Desulfovibrio sp. 3_1_syn3	species	457398
Desulfovibrio sp. 6_1_46AFAA	species	665942
Desulfovibrio sp. A45	species	189964
Desulfovibrio sp. ABHU1SB	species	75180
Desulfovibrio sp. ABHU2SB	species	75182
Desulfovibrio sp. canine oral taxon 070	species	1151475
Desulfovibrio sp. D4	species	115118
Desulfovibrio sp. DSM12803	species	132133
Desulfovibrio sp. Dsv1	species	1292024
Desulfovibrio sp. F1	species	1269242
Desulfovibrio sp. FD1	species	132134
